host_species	taxid	host_genus	host_family	host_order	host_class
Cephalophus dorsalis	97360	Cephalophus	Bovidae	Artiodactyla	Mammalia
Hyloxalus pulchellus	248956	Hyloxalus	Dendrobatidae	Anura	Amphibia
Xenochrophis punctulatus	186568	Xenochrophis	Colubridae	Squamata	Lepidosauria
Teratoscincus scincus	102175	Teratoscincus	Sphaerodactylidae	Squamata	Lepidosauria
Myioborus melanocephalus	328439	Myioborus	Parulidae	Passeriformes	Aves
Porcula salvania	476284	Porcula	Suidae	Artiodactyla	Mammalia
Rhinolophus malayanus	608659	Rhinolophus	Rhinolophidae	Chiroptera	Mammalia
Cercopithecus erythrogaster	161496	Cercopithecus	Cercopithecidae	Primates	Mammalia
Xenodon dorbignyi	666092	Xenodon	Dipsadidae	Squamata	Lepidosauria
Eutropis trivittata	1162506	Eutropis	Scincidae	Squamata	Lepidosauria
Ikakogi tayrona	526135	Ikakogi	Centrolenidae	Anura	Amphibia
Hemidactylus imbricatus	933625	Hemidactylus	Gekkonidae	Squamata	Lepidosauria
Epictia columbi	711062	Epictia	Leptotyphlopidae	Squamata	Lepidosauria
Liolaemus stolzmanni	235420	Liolaemus	Iguanidae	Squamata	Lepidosauria
Telmatobufo venustus	107247	Telmatobufo	Calyptocephalellidae	Anura	Amphibia
Atractus trihedrurus	666070	Atractus	Dipsadidae	Squamata	Lepidosauria
Plecturocebus cinerascens	1812037	Plecturocebus	Pitheciidae	Primates	Mammalia
Pomarea mendozae	237971	Pomarea	Monarchidae	Passeriformes	Aves
Arctocephalus australis	161928	Arctocephalus	Otariidae	Carnivora	Mammalia
Drepanornis bruijnii	681190	Drepanornis	Paradisaeidae	Passeriformes	Aves
Candoia carinata	51854	Candoia	Boidae	Squamata	Lepidosauria
Oenanthe oenanthe	279966	Oenanthe	Muscicapidae	Passeriformes	Aves
Gehyra australis	747201	Gehyra	Gekkonidae	Squamata	Lepidosauria
Engystomops pustulosus	76066	Engystomops	Leptodactylidae	Anura	Amphibia
Pulsatrix perspicillata	111820	Pulsatrix	Strigidae	Strigiformes	Aves
Sylvilagus brasiliensis	483865	Sylvilagus	Leporidae	Lagomorpha	Mammalia
Diporiphora superba	942039	Diporiphora	Agamidae	Squamata	Lepidosauria
Taphozous melanopogon	187003	Taphozous	Emballonuridae	Chiroptera	Mammalia
Lonchura kelaarti	522428	Lonchura	Estrildidae	Passeriformes	Aves
Phascolarctos cinereus	38626	Phascolarctos	Phascolarctidae	Diprotodontia	Mammalia
Pachydactylus austeni	185342	Pachydactylus	Gekkonidae	Squamata	Lepidosauria
Crocidura thalia	561570	Crocidura	Soricidae	Eulipotyphla	Mammalia
Rattus praetor	349711	Rattus	Muridae	Rodentia	Mammalia
Thryothorus rutilus	197872	Thryothorus	Certhiidae	Passeriformes	Aves
Pristimantis miyatai	350013	Pristimantis	Strabomantidae	Anura	Amphibia
Pristimantis citriogaster	448599	Pristimantis	Strabomantidae	Anura	Amphibia
Hynobius guabangshanensis	412855	Hynobius	Hynobiidae	Caudata	Amphibia
Papurana milneana	1659778	Papurana	Ranidae	Anura	Amphibia
Emys blandingii	85613	Emys	Emydidae	Testudines	Testudinata
Pseudopaludicola mystacalis	1033717	Pseudopaludicola	Leptodactylidae	Anura	Amphibia
Crotalus tzabcan	1043006	Crotalus	Viperidae	Squamata	Lepidosauria
Rafetus swinhoei	904230	Rafetus	Trionychidae	Testudines	Testudinata
Scinax nasicus	318394	Scinax	Hylidae	Anura	Amphibia
Parotia carolae	681201	Parotia	Paradisaeidae	Passeriformes	Aves
Strophurus elderi	1165251	Strophurus	Diplodactylidae	Squamata	Lepidosauria
Ranoidea alboguttata	336083	Ranoidea	Hylidae	Anura	Amphibia
Pseudotyphlops philippinus	1297023	Pseudotyphlops	Uropeltidae	Squamata	Lepidosauria
Pseudophryne bibronii	318384	Pseudophryne	Myobatrachidae	Anura	Amphibia
Poephila acuticauda	259256	Poephila	Estrildidae	Passeriformes	Aves
Leptosiaphos kilimensis	245634	Leptosiaphos	Scincidae	Squamata	Lepidosauria
Nanorana parkeri	125878	Nanorana	Dicroglossidae	Anura	Amphibia
Turdus maranonicus	411536	Turdus	Turdidae	Passeriformes	Aves
Pristimantis croceoinguinis	350003	Pristimantis	Strabomantidae	Anura	Amphibia
Pachydactylus robertsi	367410	Pachydactylus	Gekkonidae	Squamata	Lepidosauria
Turdus hortulorum	411519	Turdus	Turdidae	Passeriformes	Aves
Vampyressa brocki	196701	Vampyressa	Phyllostomidae	Chiroptera	Mammalia
Turnix pyrrhothorax	292130	Turnix	Turnicidae	Charadriiformes	Aves
Hemidactylus prashadi	863657	Hemidactylus	Gekkonidae	Squamata	Lepidosauria
Proctoporus iridescens	1819656	Proctoporus	Gymnophthalmidae	Squamata	Lepidosauria
Bolitoglossa tica	521384	Bolitoglossa	Plethodontidae	Caudata	Amphibia
Myrmorchilus strigilatus	288086	Myrmorchilus	Thamnophilidae	Passeriformes	Aves
Hypsirhynchus funereus	121308	Hypsirhynchus	Dipsadidae	Squamata	Lepidosauria
Oryx leucoryx	39411	Oryx	Bovidae	Artiodactyla	Mammalia
Caracal caracal	61394	Caracal	Felidae	Carnivora	Mammalia
Pteronotus parnellii	59476	Pteronotus	Mormoopidae	Chiroptera	Mammalia
Liberiictis kuhni	210650	Liberiictis	Herpestidae	Carnivora	Mammalia
Piliocolobus preussi	591945	Piliocolobus	Cercopithecidae	Primates	Mammalia
Bamanophis dorri	224573	Bamanophis	Colubridae	Squamata	Lepidosauria
Synallaxis hellmayri	589965	Synallaxis	Furnariidae	Passeriformes	Aves
Lichonycteris obscura	1001577	Lichonycteris	Phyllostomidae	Chiroptera	Mammalia
Gymnorhina tibicen	9132	Gymnorhina	Artamidae	Passeriformes	Aves
Xiphorhynchus obsoletus	75969	Xiphorhynchus	Dendrocolaptidae	Passeriformes	Aves
Aethopyga christinae	667139	Aethopyga	Nectariniidae	Passeriformes	Aves
Scotophilus viridis	312069	Scotophilus	Vespertilionidae	Chiroptera	Mammalia
Pelobates varaldii	233777	Pelobates	Pelobatidae	Anura	Amphibia
Lygodactylus tolampyae	301851	Lygodactylus	Gekkonidae	Squamata	Lepidosauria
Dicrurus aldabranus	450166	Dicrurus	Dicruridae	Passeriformes	Aves
Telmatobius verrucosus	888539	Telmatobius	Ceratophryidae	Anura	Amphibia
Eleutherodactylus brittoni	448575	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Cochoa viridis	311360	Cochoa	Muscicapidae	Passeriformes	Aves
Bufo verrucosissimus	655847	Bufo	Bufonidae	Anura	Amphibia
Chloropsis venusta	1218695	Chloropsis	Irenidae	Passeriformes	Aves
Microcebus gerpi	1131379	Microcebus	Cheirogaleidae	Primates	Mammalia
Pitohui incertus	461224	Pitohui	Pachycephalidae	Passeriformes	Aves
Aimophila quinquestriata	587460	Aimophila	Passerellidae	Passeriformes	Aves
Pycnonotus melanoleucos	374637	Pycnonotus	Pycnonotidae	Passeriformes	Aves
Pinoyscincus jagori	1273154	Pinoyscincus	Scincidae	Squamata	Lepidosauria
Mannophryne venezuelensis	338150	Mannophryne	Dendrobatidae	Anura	Amphibia
Potamites montanicola	1819630	Potamites	Gymnophthalmidae	Squamata	Lepidosauria
Pycnonotus leucogrammicus	1767004	Pycnonotus	Pycnonotidae	Passeriformes	Aves
Bradypterus brunneus	552897	Bradypterus	Locustellidae	Passeriformes	Aves
Hemitriccus margaritaceiventer	265625	Hemitriccus	Tyrannidae	Passeriformes	Aves
Otomys occidentalis	190451	Otomys	Muridae	Rodentia	Mammalia
Stenocercus humeralis	342340	Stenocercus	Iguanidae	Squamata	Lepidosauria
Procyon lotor	9654	Procyon	Procyonidae	Carnivora	Mammalia
Picumnus lafresnayi	1109087	Picumnus	Picidae	Piciformes	Aves
Pronolagus saundersiae	235650	Pronolagus	Leporidae	Lagomorpha	Mammalia
Kurixalus odontotarsus	311825	Kurixalus	Rhacophoridae	Anura	Amphibia
Ianthocincla cineracea	520168	Ianthocincla	Leiothrichidae	Passeriformes	Aves
Hydrophis fasciatus	1264964	Hydrophis	Hydrophiidae	Squamata	Lepidosauria
Hemidactylus haitianus	343440	Hemidactylus	Gekkonidae	Squamata	Lepidosauria
Ablepharus budaki	283347	Ablepharus	Scincidae	Squamata	Lepidosauria
Glaucomys volans	64683	Glaucomys	Sciuridae	Rodentia	Mammalia
Polypedates leucomystax	68444	Polypedates	Rhacophoridae	Anura	Amphibia
Rhinomyias additus	869924	Rhinomyias	Muscicapidae	Passeriformes	Aves
Neacomys spinosus	48005	Neacomys	Cricetidae	Rodentia	Mammalia
Pipreola frontalis	369618	Pipreola	Cotingidae	Passeriformes	Aves
Rhinoclemmys funerea	260651	Rhinoclemmys	Geoemydidae	Testudines	Testudinata
Sterna trudeaui	297827	Sterna	Laridae	Charadriiformes	Aves
Makalata macrura	176508	Makalata	Echimyidae	Rodentia	Mammalia
Tropidophis feicki	196472	Tropidophis	Tropidophiidae	Squamata	Lepidosauria
Bothrops pictus	133440	Bothrops	Viperidae	Squamata	Lepidosauria
Dasypus kappleri	81630	Dasypus	Dasypodidae	Cingulata	Mammalia
Microhyla butleri	161703	Microhyla	Microhylidae	Anura	Amphibia
Vireolanius melitophrys	1132580	Vireolanius	Vireonidae	Passeriformes	Aves
Dicaeum pectorale	381025	Dicaeum	Dicaeidae	Passeriformes	Aves
Agkistrodon howardgloydi	109979	Agkistrodon	Viperidae	Squamata	Lepidosauria
Leptobrachium buchardi	990715	Leptobrachium	Megophryidae	Anura	Amphibia
Oecomys cleberi	863426	Oecomys	Cricetidae	Rodentia	Mammalia
Geothlypis formosa	182909	Geothlypis	Parulidae	Passeriformes	Aves
Aechmophorus clarkii	190660	Aechmophorus	Podicipedidae	Podicipediformes	Aves
Taphozous longimanus	463807	Taphozous	Emballonuridae	Chiroptera	Mammalia
Lerista frosti	470347	Lerista	Scincidae	Squamata	Lepidosauria
Nyctibatrachus sp. VUB 0006	326973	Nyctibatrachus	Nyctibatrachidae	Anura	Amphibia
Phyllomedusa neildi	860374	Phyllomedusa	Hylidae	Anura	Amphibia
Eutropis multifasciata	217868	Eutropis	Scincidae	Squamata	Lepidosauria
Dasyurus spartacus	32546	Dasyurus	Dasyuridae	Dasyuromorphia	Mammalia
Leucochloris albicollis	1507470	Leucochloris	Trochilidae	Apodiformes	Aves
Batrachoseps simatus	57546	Batrachoseps	Plethodontidae	Caudata	Amphibia
Eleutherodactylus jugans	448461	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Hemidactylus garnotii	47728	Hemidactylus	Gekkonidae	Squamata	Lepidosauria
Muscisaxicola fluviatilis	123664	Muscisaxicola	Tyrannidae	Passeriformes	Aves
Plestiodon obsoletus	463535	Plestiodon	Scincidae	Squamata	Lepidosauria
Paynomys macronyx	29109	Paynomys	Cricetidae	Rodentia	Mammalia
Coeligena bonapartei	673902	Coeligena	Trochilidae	Apodiformes	Aves
Isleria hauxwelli	88177	Isleria	Thamnophilidae	Passeriformes	Aves
Anodorhynchus leari	178882	Anodorhynchus	Psittacidae	Psittaciformes	Aves
Prunella ocularis	1351677	Prunella	Passeridae	Passeriformes	Aves
Rhinolophus rex	188572	Rhinolophus	Rhinolophidae	Chiroptera	Mammalia
Amietia vandijki	937761	Amietia	Pyxicephalidae	Anura	Amphibia
Lesbia victoriae	304655	Lesbia	Trochilidae	Apodiformes	Aves
Harpyhaliaetus solitarius	321136	Harpyhaliaetus	Accipitridae	Accipitriformes	Aves
Hynobius yiwuensis	244217	Hynobius	Hynobiidae	Caudata	Amphibia
Dasypterus insularis	1691930	Dasypterus	Vespertilionidae	Chiroptera	Mammalia
Litoria spartacus	681273	Litoria	Hylidae	Anura	Amphibia
Astrapia rothschildi	681185	Astrapia	Paradisaeidae	Passeriformes	Aves
Hemitriccus striaticollis	478604	Hemitriccus	Tyrannidae	Passeriformes	Aves
Turtur chalcospilos	262128	Turtur	Columbidae	Columbiformes	Aves
Craugastor podiciferus	228448	Craugastor	Craugastoridae	Anura	Amphibia
Ischnocnema sambaqui	448877	Ischnocnema	Brachycephalidae	Anura	Amphibia
Gekko athymus	1085619	Gekko	Gekkonidae	Squamata	Lepidosauria
Limnodynastes fletcheri	39403	Limnodynastes	Limnodynastidae	Anura	Amphibia
Capra pyrenaica	80419	Capra	Bovidae	Artiodactyla	Mammalia
Pelobates fuscus	191477	Pelobates	Pelobatidae	Anura	Amphibia
Varanus jobiensis	169843	Varanus	Varanidae	Squamata	Lepidosauria
Ctenomys argentinus	63766	Ctenomys	Ctenomyidae	Rodentia	Mammalia
Litoria rothii	336074	Litoria	Hylidae	Anura	Amphibia
Niviventer eha	425033	Niviventer	Muridae	Rodentia	Mammalia
Ichthyosaura alpestris	54263	Ichthyosaura	Salamandridae	Caudata	Amphibia
Abrocoma bennettii	108855	Abrocoma	Abrocomidae	Rodentia	Mammalia
Plethodon wehrlei	154594	Plethodon	Plethodontidae	Caudata	Amphibia
Pithecopus oreades	239355	Pithecopus	Hylidae	Anura	Amphibia
Iduna caligata	1110374	Iduna	Sylviidae	Passeriformes	Aves
Ctenotus delli	480733	Ctenotus	Scincidae	Squamata	Lepidosauria
Scotobleps gabonicus	143464	Scotobleps	Arthroleptidae	Anura	Amphibia
Trogon elegans	59415	Trogon	Trogonidae	Trogoniformes	Aves
Gerrhosaurus skoogi	219623	Gerrhosaurus	Gerrhosauridae	Squamata	Lepidosauria
Niviventer rapit	349710	Niviventer	Muridae	Rodentia	Mammalia
Alexandromys middendorffii	100900	Alexandromys	Cricetidae	Rodentia	Mammalia
Bolitoglossa pesrubra	116189	Bolitoglossa	Plethodontidae	Caudata	Amphibia
Threskiornis aethiopicus	100858	Threskiornis	Threskiornithidae	Pelecaniformes	Aves
Larosterna inca	297811	Larosterna	Laridae	Charadriiformes	Aves
Leptopelis natalensis	143422	Leptopelis	Arthroleptidae	Anura	Amphibia
Funambulus palmarum	226678	Funambulus	Sciuridae	Rodentia	Mammalia
Chaerephon leucogaster	556902	Chaerephon	Molossidae	Chiroptera	Mammalia
Sceloporus spinosus	43635	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria
Hylopezus fulviventris	117178	Hylopezus	Formicariidae	Passeriformes	Aves
Pycnonotus leucotis	1208751	Pycnonotus	Pycnonotidae	Passeriformes	Aves
Phalotris nasutus	666099	Phalotris	Dipsadidae	Squamata	Lepidosauria
Anolis marmoratus	41898	Anolis	Dactyloidae	Squamata	Lepidosauria
Sceloporus minor	383820	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria
Gorilla beringei	499232	Gorilla	Hominidae	Primates	Mammalia
Oreophryne pseudasplenicola	480203	Oreophryne	Microhylidae	Anura	Amphibia
Myotis formosus	225401	Myotis	Vespertilionidae	Chiroptera	Mammalia
Stochomys longicaudatus	34856	Stochomys	Muridae	Rodentia	Mammalia
Ketupa zeylonensis	126813	Ketupa	Strigidae	Strigiformes	Aves
Odorrana hosii	310666	Odorrana	Ranidae	Anura	Amphibia
Ptyodactylus puiseuxi	1621678	Ptyodactylus	Phyllodactylidae	Squamata	Lepidosauria
Lanius isabellinus	276764	Lanius	Laniidae	Passeriformes	Aves
Hypsiprymnodon moschatus	65631	Hypsiprymnodon	Potoroidae	Diprotodontia	Mammalia
Mixornis gularis	1948886	Mixornis	Timaliidae	Passeriformes	Aves
Monodelphis dimidiata	433365	Monodelphis	Didelphidae	Didelphimorphia	Mammalia
Arctodus simus	551196	Arctodus	Ursidae	Carnivora	Mammalia
Micrurus corallinus	54390	Micrurus	Elapidae	Squamata	Lepidosauria
Thamnophilus aethiops	321264	Thamnophilus	Thamnophilidae	Passeriformes	Aves
Rana italica	147302	Rana	Ranidae	Anura	Amphibia
Staurotypus salvinii	904227	Staurotypus	Kinosternidae	Testudines	Testudinata
Urocitellus washingtoni	99868	Urocitellus	Sciuridae	Rodentia	Mammalia
Dibamus celebensis	979741	Dibamus	Dibamidae	Squamata	Lepidosauria
Pteronotus rubiginosus	280976	Pteronotus	Mormoopidae	Chiroptera	Mammalia
Chalarodon madagascariensis	44147	Chalarodon	Iguanidae	Squamata	Lepidosauria
Phrynocephalus persicus	1007066	Phrynocephalus	Agamidae	Squamata	Lepidosauria
Draco maximus	89027	Draco	Agamidae	Squamata	Lepidosauria
Meroles ctenodactylus	71735	Meroles	Lacertidae	Squamata	Lepidosauria
Anolis baleatus	235293	Anolis	Dactyloidae	Squamata	Lepidosauria
Anolis smallwoodi	38939	Anolis	Dactyloidae	Squamata	Lepidosauria
Myotis cf. montivagus MR-2013	1393941	Myotis	Vespertilionidae	Chiroptera	Mammalia
Eremitalpa granti	481707	Eremitalpa	Chrysochloridae	Afrosoricida	Mammalia
Eleutherodactylus auriculatoides	448549	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Hemiphyllodactylus typus	715311	Hemiphyllodactylus	Gekkonidae	Squamata	Lepidosauria
Pteroglossus inscriptus	91792	Pteroglossus	Ramphastidae	Piciformes	Aves
Thalassarche carteri	79644	Thalassarche	Diomedeidae	Procellariiformes	Aves
Phoenicurus erythronotus	670351	Phoenicurus	Muscicapidae	Passeriformes	Aves
Nycticorax caledonicus	585469	Nycticorax	Ardeidae	Pelecaniformes	Aves
Psittacula cyanocephala	232645	Psittacula	Psittacidae	Psittaciformes	Aves
Cephalophus nigrifrons	129227	Cephalophus	Bovidae	Artiodactyla	Mammalia
Fulica rufifrons	555257	Fulica	Rallidae	Gruiformes	Aves
Pipistrellus tenuis	258948	Pipistrellus	Vespertilionidae	Chiroptera	Mammalia
Euroscaptor parvidens	1340036	Euroscaptor	Talpidae	Eulipotyphla	Mammalia
Buteo lagopus	115229	Buteo	Accipitridae	Accipitriformes	Aves
Atelopus spurrelli	384851	Atelopus	Bufonidae	Anura	Amphibia
Salvator rufescens	96441	Salvator	Teiidae	Squamata	Lepidosauria
Anilios leptosomus	261706	Anilios	Typhlopidae	Squamata	Lepidosauria
Pionus menstruus	13214	Pionus	Psittacidae	Psittaciformes	Aves
Coryphophylax subcristatus	526409	Coryphophylax	Agamidae	Squamata	Lepidosauria
Dobsonia inermis	170214	Dobsonia	Pteropodidae	Chiroptera	Mammalia
Subsessor bocourti	192588	Subsessor	Homalopsidae	Squamata	Lepidosauria
Lerista neander	470367	Lerista	Scincidae	Squamata	Lepidosauria
Gerygone mouki	117495	Gerygone	Acanthizidae	Passeriformes	Aves
Delichon nipalensis	317166	Delichon	Hirundinidae	Passeriformes	Aves
Calidris mauri	279941	Calidris	Scolopacidae	Charadriiformes	Aves
Zenaida macroura	47245	Zenaida	Columbidae	Columbiformes	Aves
Todiramphus ruficollaris	1651849	Todiramphus	Alcedinidae	Coraciiformes	Aves
Trimeresurus schultzei	242051	Trimeresurus	Viperidae	Squamata	Lepidosauria
Cistugo lesueuri	265731	Cistugo	Vespertilionidae	Chiroptera	Mammalia
Spermophilus relictus	99856	Spermophilus	Sciuridae	Rodentia	Mammalia
Anolis occultus	38899	Anolis	Dactyloidae	Squamata	Lepidosauria
Megalapteryx benhami	328612	Megalapteryx	Emeidae	Dinornithiformes	Aves
Blommersia wittei	160227	Blommersia	Mantellidae	Anura	Amphibia
Diphyllodes respublica	36259	Diphyllodes	Paradisaeidae	Passeriformes	Aves
Ranitomeya uakarii	370608	Ranitomeya	Dendrobatidae	Anura	Amphibia
Geopelia cuneata	115648	Geopelia	Columbidae	Columbiformes	Aves
Corvus corax	56781	Corvus	Corvidae	Passeriformes	Aves
Atelopus longirostris	164297	Atelopus	Bufonidae	Anura	Amphibia
Chlorostilbon ricordii	1507373	Chlorostilbon	Trochilidae	Apodiformes	Aves
Cinclodes excelsior	279547	Cinclodes	Furnariidae	Passeriformes	Aves
Dendromus insignis	1392542	Dendromus	Nesomyidae	Rodentia	Mammalia
Bachia bresslaui	174827	Bachia	Gymnophthalmidae	Squamata	Lepidosauria
Naja nubiae	186441	Naja	Elapidae	Squamata	Lepidosauria
Nesopsar nigerrimus	84839	Nesopsar	Icteridae	Passeriformes	Aves
Hoolock hoolock	61851	Hoolock	Hylobatidae	Primates	Mammalia
Mediodactylus kotschyi	1303476	Mediodactylus	Gekkonidae	Squamata	Lepidosauria
Ducula pinon	187115	Ducula	Columbidae	Columbiformes	Aves
Hildebrandtia ornata	127641	Hildebrandtia	Ptychadenidae	Anura	Amphibia
Colluricincla woodwardi	461217	Colluricincla	Pachycephalidae	Passeriformes	Aves
Scinax fuscomarginatus	1033720	Scinax	Hylidae	Anura	Amphibia
Trachylepis spilogaster	111183	Trachylepis	Scincidae	Squamata	Lepidosauria
Lamprophis fiskii	382736	Lamprophis	Lamprophiidae	Squamata	Lepidosauria
Lagothrix sp. CCS-2009a	638937	Lagothrix	Atelidae	Primates	Mammalia
Phyllomedusa tarsius	306084	Phyllomedusa	Hylidae	Anura	Amphibia
Dactylomys boliviensis	30618	Dactylomys	Echimyidae	Rodentia	Mammalia
Rupicapra pyrenaica	72545	Rupicapra	Bovidae	Artiodactyla	Mammalia
Legatus leucophaius	478631	Legatus	Tyrannidae	Passeriformes	Aves
Cophixalus infacetus	1002246	Cophixalus	Microhylidae	Anura	Amphibia
Ctenotus lancelini	480754	Ctenotus	Scincidae	Squamata	Lepidosauria
Cacatua goffiniana	12983	Cacatua	Cacatuidae	Psittaciformes	Aves
Ramigekko swartbergensis	1208000	Ramigekko	Gekkonidae	Squamata	Lepidosauria
Ctenomys nattereri	63769	Ctenomys	Ctenomyidae	Rodentia	Mammalia
Nymphargus cochranae	526099	Nymphargus	Centrolenidae	Anura	Amphibia
Mops condylurus	258863	Mops	Molossidae	Chiroptera	Mammalia
Herpsilochmus rufimarginatus	88173	Herpsilochmus	Thamnophilidae	Passeriformes	Aves
Pardaliparus amabilis	672352	Pardaliparus	Paridae	Passeriformes	Aves
Phascolosorex doriae	273761	Phascolosorex	Dasyuridae	Dasyuromorphia	Mammalia
Dendrotriton megarhinus	1131888	Dendrotriton	Plethodontidae	Caudata	Amphibia
Zoothera schistacea	486376	Zoothera	Turdidae	Passeriformes	Aves
Eremalauda dunni	1364983	Eremalauda	Alaudidae	Passeriformes	Aves
Pachydactylus labialis	185349	Pachydactylus	Gekkonidae	Squamata	Lepidosauria
Pyrrhura snethlageae	311884	Pyrrhura	Psittacidae	Psittaciformes	Aves
Rhinella spinulosa	286097	Rhinella	Bufonidae	Anura	Amphibia
Ambystoma talpoideum	8306	Ambystoma	Ambystomatidae	Caudata	Amphibia
Oreophryne sibilans	480204	Oreophryne	Microhylidae	Anura	Amphibia
Arborophila brunneopectus	1296548	Arborophila	Phasianidae	Galliformes	Aves
Thalasseus maximus	555356	Thalasseus	Laridae	Charadriiformes	Aves
Oligoryzomys eliurus	492279	Oligoryzomys	Cricetidae	Rodentia	Mammalia
Lochmias nematura	183159	Lochmias	Furnariidae	Passeriformes	Aves
Dendrocincla tyrannina	261817	Dendrocincla	Dendrocolaptidae	Passeriformes	Aves
Pteroglossus beauharnaesii	95722	Pteroglossus	Ramphastidae	Piciformes	Aves
Ctenophorus fionni	179999	Ctenophorus	Agamidae	Squamata	Lepidosauria
Ochotona rutila	174884	Ochotona	Ochotonidae	Lagomorpha	Mammalia
Trachypithecus vetulus	54137	Trachypithecus	Cercopithecidae	Primates	Mammalia
Garrulax vassali	552878	Garrulax	Leiothrichidae	Passeriformes	Aves
Sorex tundrensis	62287	Sorex	Soricidae	Eulipotyphla	Mammalia
Presbytis melalophos	78451	Presbytis	Cercopithecidae	Primates	Mammalia
Liopholis pulchra	261953	Liopholis	Scincidae	Squamata	Lepidosauria
Phrynocephalus erythrurus	500582	Phrynocephalus	Agamidae	Squamata	Lepidosauria
Ruwenzorisorex suncoides	150086	Ruwenzorisorex	Soricidae	Eulipotyphla	Mammalia
Hirundo leucosoma	317155	Hirundo	Hirundinidae	Passeriformes	Aves
Hirundapus caudacutus	190690	Hirundapus	Apodidae	Apodiformes	Aves
Pachycephala lorentzi	449372	Pachycephala	Pachycephalidae	Passeriformes	Aves
Potorous tridactylus	9310	Potorous	Potoroidae	Diprotodontia	Mammalia
Peromyscus caniceps	152340	Peromyscus	Cricetidae	Rodentia	Mammalia
Macrophyllum macrophyllum	148062	Macrophyllum	Phyllostomidae	Chiroptera	Mammalia
Emoia tongana	127904	Emoia	Scincidae	Squamata	Lepidosauria
Ochotona cansus	130821	Ochotona	Ochotonidae	Lagomorpha	Mammalia
Liolaemus sarmientoi	299248	Liolaemus	Iguanidae	Squamata	Lepidosauria
Phylloscopus tytleri	163862	Phylloscopus	Phylloscopidae	Passeriformes	Aves
